Usia,Penghasilan,Status_Pekerjaan,Jumlah_Tanggungan,Riwayat_Kredit,Besar_Pinjaman,Jangka_Waktu,Layak
53,11,Pelajar,1,Lancar,158,25,Layak
23,12,Swasta,4,Lancar,441,10,Tidak Layak
53,16,PNS,5,Lancar,237,20,Layak
46,12,Wirausaha,0,Macet,229,10,Tidak Layak
48,8,Swasta,1,Lancar,211,25,Layak
24,3,Wirausaha,4,Lancar,130,20,Tidak Layak
37,9,PNS,5,Macet,305,20,Layak
23,14,PNS,1,Lancar,122,10,Layak
20,11,Pelajar,4,Macet,367,10,Tidak Layak
39,1,Swasta,2,Macet,252,5,Tidak Layak
25,23,Pelajar,1,Lancar,193,25,Layak
39,22,Swasta,2,Lancar,413,5,Layak
39,5,Swasta,3,Lancar,466,10,Layak
46,8,Pelajar,2,Macet,345,20,Tidak Layak
45,13,Wirausaha,4,Lancar,306,10,Layak
51,7,Tidak Bekerja,5,Lancar,406,5,Tidak Layak
29,19,Swasta,2,Lancar,110,10,Layak
37,19,Swasta,3,Lancar,137,20,Layak
60,15,Tidak Bekerja,1,Lancar,426,5,Tidak Layak
31,20,Swasta,0,Lancar,380,15,Layak
29,11,Swasta,1,Lancar,443,20,Layak
43,16,Swasta,2,Macet,280,5,Tidak Layak
43,24,Swasta,3,Lancar,366,5,Layak
57,22,Wirausaha,0,Lancar,76,5,Layak
44,20,Swasta,1,Lancar,135,5,Layak
27,12,Swasta,0,Lancar,51,25,Layak
33,16,Wirausaha,5,Lancar,191,5,Layak
50,11,Wirausaha,2,Macet,465,15,Tidak Layak
43,3,Pelajar,3,Lancar,493,25,Tidak Layak
35,24,PNS,5,Lancar,373,20,Layak
39,5,Wirausaha,2,Lancar,70,25,Layak
57,16,Wirausaha,1,Lancar,226,15,Layak
34,4,PNS,4,Macet,102,10,Tidak Layak
33,15,Wirausaha,3,Lancar,256,10,Layak
31,21,Swasta,3,Macet,281,20,Layak
53,11,Wirausaha,3,Macet,193,25,Tidak Layak
27,14,PNS,3,Lancar,285,15,Layak
38,1,Pelajar,0,Lancar,488,5,Tidak Layak
24,12,Wirausaha,0,Lancar,388,15,Tidak Layak
46,3,Wirausaha,0,Lancar,375,10,Tidak Layak
60,3,Wirausaha,1,Lancar,56,20,Tidak Layak
32,4,Swasta,4,Lancar,57,5,Tidak Layak
51,1,Swasta,2,Lancar,135,25,Tidak Layak
50,17,Swasta,1,Lancar,132,5,Layak
60,22,Swasta,4,Lancar,97,25,Layak
56,16,PNS,4,Lancar,423,25,Layak
21,22,Swasta,1,Lancar,467,15,Tidak Layak
26,12,Swasta,4,Lancar,250,10,Layak
30,11,Pelajar,2,Lancar,310,10,Layak
30,21,Swasta,1,Lancar,118,15,Layak
42,10,Pelajar,3,Lancar,176,10,Layak
50,19,Swasta,5,Lancar,233,25,Layak
27,21,Swasta,2,Lancar,378,25,Layak
51,2,Swasta,1,Macet,150,15,Tidak Layak
40,13,Wirausaha,2,Macet,342,20,Layak
50,19,Swasta,4,Lancar,405,15,Layak
20,7,PNS,4,Lancar,88,15,Layak
32,11,Swasta,2,Lancar,109,20,Layak
30,9,Tidak Bekerja,1,Lancar,179,5,Layak
48,15,PNS,5,Lancar,368,20,Layak
23,6,Swasta,1,Macet,395,25,Tidak Layak
55,16,Pelajar,3,Macet,291,5,Tidak Layak
34,1,PNS,0,Lancar,242,15,Tidak Layak
22,22,Swasta,2,Lancar,325,5,Tidak Layak
48,7,Pelajar,2,Macet,173,25,Tidak Layak
40,3,Swasta,1,Macet,186,5,Tidak Layak
21,13,Wirausaha,5,Lancar,321,5,Tidak Layak
25,16,Wirausaha,0,Lancar,257,20,Layak
50,15,Pelajar,2,Lancar,181,10,Layak
43,24,Swasta,5,Lancar,467,15,Layak
59,17,Swasta,0,Lancar,418,15,Tidak Layak
36,2,Wirausaha,1,Lancar,281,20,Tidak Layak
24,21,Pelajar,4,Lancar,286,5,Tidak Layak
21,22,Wirausaha,5,Lancar,277,10,Tidak Layak
31,3,Swasta,0,Lancar,409,20,Tidak Layak
24,23,Wirausaha,3,Lancar,289,15,Layak
60,1,Tidak Bekerja,2,Macet,447,15,Tidak Layak
39,18,Wirausaha,2,Lancar,333,25,Layak
27,13,Swasta,1,Lancar,373,5,Layak
20,4,Pelajar,5,Lancar,58,15,Tidak Layak
25,2,Pelajar,1,Lancar,180,5,Tidak Layak
30,13,PNS,5,Lancar,359,15,Layak
22,19,Wirausaha,1,Lancar,375,15,Tidak Layak
50,17,PNS,2,Macet,292,10,Tidak Layak
47,12,Wirausaha,1,Macet,114,20,Layak
24,23,Tidak Bekerja,5,Lancar,53,20,Layak
45,5,Wirausaha,3,Lancar,321,20,Layak
35,22,Pelajar,5,Lancar,396,5,Layak
50,2,Wirausaha,5,Macet,412,10,Tidak Layak
47,11,Swasta,1,Lancar,145,10,Layak
26,23,PNS,3,Lancar,280,25,Layak
57,1,PNS,1,Lancar,124,25,Tidak Layak
28,19,PNS,2,Lancar,439,5,Layak
58,4,PNS,1,Lancar,95,10,Tidak Layak
54,7,Tidak Bekerja,4,Lancar,240,15,Tidak Layak
46,24,Swasta,4,Lancar,393,5,Layak
31,24,Swasta,2,Lancar,462,15,Layak
44,9,Pelajar,5,Lancar,464,20,Layak
48,17,Swasta,0,Lancar,314,20,Layak
50,6,Wirausaha,3,Macet,115,25,Layak
53,4,Wirausaha,5,Lancar,100,5,Tidak Layak
52,4,PNS,4,Lancar,403,10,Tidak Layak
46,15,Pelajar,2,Lancar,225,20,Layak
21,3,Tidak Bekerja,5,Lancar,132,5,Tidak Layak
33,21,Pelajar,1,Macet,115,5,Tidak Layak
32,8,Swasta,1,Macet,466,20,Layak
43,19,Swasta,4,Lancar,363,25,Layak
24,2,Swasta,3,Lancar,108,20,Tidak Layak
53,14,Swasta,0,Macet,157,25,Tidak Layak
42,22,Wirausaha,0,Macet,137,20,Layak
38,21,PNS,4,Lancar,228,5,Layak
49,6,Pelajar,2,Lancar,255,15,Layak
35,12,Pelajar,4,Lancar,179,25,Layak
59,8,Pelajar,3,Lancar,212,10,Tidak Layak
53,18,Swasta,1,Macet,309,25,Tidak Layak
30,2,Swasta,0,Lancar,158,25,Tidak Layak
33,21,PNS,3,Lancar,65,10,Layak
34,11,PNS,2,Lancar,211,10,Layak
54,17,Tidak Bekerja,0,Macet,476,15,Tidak Layak
26,11,PNS,1,Lancar,265,20,Layak
48,4,Wirausaha,2,Lancar,104,20,Tidak Layak
41,6,Swasta,1,Lancar,315,10,Layak
42,4,Tidak Bekerja,3,Macet,70,20,Tidak Layak
43,2,Swasta,4,Lancar,318,20,Tidak Layak
54,8,Tidak Bekerja,4,Macet,493,10,Tidak Layak
29,24,Swasta,4,Lancar,256,10,Layak
27,4,Wirausaha,2,Lancar,419,15,Tidak Layak
31,16,Swasta,3,Lancar,186,10,Layak
48,2,Pelajar,4,Lancar,484,5,Tidak Layak
48,12,Swasta,2,Lancar,399,10,Layak
42,13,Wirausaha,5,Lancar,453,25,Layak
45,17,Wirausaha,4,Lancar,477,5,Layak
56,16,PNS,3,Lancar,272,20,Layak
51,4,Pelajar,3,Macet,268,10,Tidak Layak
57,4,Tidak Bekerja,4,Lancar,427,25,Tidak Layak
25,22,PNS,1,Lancar,163,10,Layak
27,2,Wirausaha,2,Lancar,63,5,Tidak Layak
36,20,Wirausaha,5,Macet,498,15,Tidak Layak
31,17,Swasta,3,Lancar,341,10,Layak
41,24,Swasta,5,Lancar,379,5,Layak
33,1,Wirausaha,0,Lancar,115,5,Tidak Layak
53,24,Pelajar,2,Lancar,485,20,Tidak Layak
38,2,PNS,3,Lancar,354,5,Tidak Layak
25,7,Swasta,2,Lancar,289,20,Layak
37,4,Pelajar,5,Lancar,183,20,Tidak Layak
55,22,Wirausaha,1,Lancar,95,25,Layak
56,15,Tidak Bekerja,3,Lancar,225,5,Tidak Layak
57,10,Swasta,3,Lancar,461,10,Tidak Layak
34,3,Wirausaha,4,Macet,196,10,Tidak Layak
57,1,Pelajar,2,Lancar,483,15,Tidak Layak
59,22,Pelajar,3,Lancar,120,5,Tidak Layak
28,4,Swasta,0,Macet,394,15,Tidak Layak
25,21,Swasta,5,Macet,356,5,Tidak Layak
21,10,Swasta,1,Lancar,399,25,Layak
35,20,Swasta,5,Lancar,141,25,Layak
20,6,PNS,2,Lancar,123,15,Layak
49,17,PNS,2,Lancar,319,5,Layak
52,12,Pelajar,0,Macet,445,20,Tidak Layak
20,18,Wirausaha,5,Lancar,78,5,Layak
58,5,Swasta,5,Macet,229,20,Tidak Layak
35,15,Pelajar,1,Lancar,327,10,Layak
36,12,Swasta,0,Lancar,457,5,Layak
57,4,PNS,3,Lancar,378,25,Tidak Layak
37,3,Pelajar,1,Macet,446,25,Tidak Layak
41,16,Swasta,2,Lancar,243,25,Layak
41,15,Wirausaha,0,Lancar,80,15,Layak
54,8,Swasta,2,Lancar,337,15,Layak
50,16,Swasta,3,Lancar,299,5,Layak
59,8,Tidak Bekerja,0,Lancar,261,5,Tidak Layak
46,12,PNS,4,Lancar,448,15,Layak
55,2,PNS,0,Lancar,371,10,Tidak Layak
23,17,Swasta,5,Lancar,225,25,Layak
24,17,Tidak Bekerja,0,Lancar,75,25,Layak
44,13,Swasta,4,Lancar,65,10,Layak
50,18,Tidak Bekerja,5,Lancar,147,15,Layak
33,4,Tidak Bekerja,2,Lancar,269,10,Tidak Layak
49,20,Swasta,2,Lancar,365,10,Layak
31,2,Swasta,0,Lancar,388,25,Tidak Layak
46,8,PNS,5,Lancar,142,5,Layak
43,14,Pelajar,1,Lancar,244,10,Layak
49,24,Swasta,1,Lancar,351,10,Layak
37,1,Swasta,5,Lancar,172,15,Tidak Layak
33,20,Pelajar,2,Macet,352,15,Tidak Layak
38,8,Wirausaha,1,Lancar,417,10,Layak
41,8,PNS,0,Lancar,57,25,Layak
45,21,Pelajar,0,Lancar,155,5,Tidak Layak
26,6,Pelajar,3,Lancar,420,10,Layak
47,22,Pelajar,3,Lancar,119,25,Layak
57,21,Wirausaha,5,Lancar,134,10,Layak
24,5,PNS,2,Lancar,360,15,Layak
55,8,Wirausaha,1,Lancar,226,25,Layak
37,1,PNS,1,Lancar,122,5,Tidak Layak
33,5,Pelajar,1,Lancar,94,20,Layak
42,21,Tidak Bekerja,3,Lancar,200,15,Layak
33,17,Tidak Bekerja,1,Lancar,169,5,Layak
51,8,Tidak Bekerja,0,Lancar,474,5,Tidak Layak
24,24,Swasta,3,Lancar,118,15,Layak
41,17,Swasta,5,Lancar,58,10,Layak
47,9,Wirausaha,5,Lancar,72,20,Layak
31,5,Swasta,2,Lancar,467,20,Layak
37,24,Wirausaha,3,Lancar,243,10,Layak
55,3,Pelajar,2,Lancar,427,20,Tidak Layak
50,2,Wirausaha,3,Lancar,330,10,Tidak Layak
32,19,Swasta,5,Macet,350,10,Tidak Layak
39,20,Tidak Bekerja,0,Lancar,66,15,Layak
55,2,Swasta,2,Lancar,248,15,Tidak Layak
26,19,Tidak Bekerja,0,Lancar,372,15,Layak
42,19,Pelajar,0,Macet,172,5,Tidak Layak
53,16,Pelajar,5,Lancar,327,20,Tidak Layak
51,20,PNS,0,Lancar,208,25,Layak
40,9,Tidak Bekerja,0,Lancar,58,25,Layak
25,14,Wirausaha,4,Lancar,97,5,Layak
35,15,Swasta,3,Lancar,381,15,Layak
54,6,Swasta,5,Lancar,170,15,Layak
39,16,Swasta,2,Lancar,188,20,Layak
60,13,Pelajar,2,Lancar,268,15,Tidak Layak
30,18,Swasta,3,Lancar,165,5,Layak
51,13,PNS,1,Lancar,211,5,Layak
33,5,Swasta,0,Lancar,135,20,Layak
43,22,Swasta,4,Lancar,301,5,Layak
58,4,PNS,2,Lancar,399,25,Tidak Layak
50,11,Swasta,3,Macet,161,25,Layak
36,23,Pelajar,0,Lancar,98,15,Layak
44,7,PNS,2,Lancar,385,20,Layak
28,23,Pelajar,1,Lancar,133,20,Layak
41,22,Swasta,3,Lancar,185,5,Layak
54,19,PNS,0,Lancar,326,10,Layak
56,17,Wirausaha,0,Lancar,291,15,Layak
36,12,PNS,4,Lancar,138,15,Layak
47,16,Tidak Bekerja,4,Lancar,434,5,Tidak Layak
20,18,PNS,4,Lancar,220,5,Layak
28,23,PNS,2,Macet,345,20,Layak
32,1,Wirausaha,5,Macet,69,20,Tidak Layak
51,16,Swasta,2,Lancar,173,15,Layak
47,15,Wirausaha,5,Macet,308,10,Tidak Layak
50,22,Wirausaha,0,Lancar,237,20,Layak
27,9,PNS,2,Lancar,432,10,Layak
27,12,Swasta,4,Lancar,331,15,Layak
53,3,Swasta,1,Lancar,368,20,Tidak Layak
42,17,Tidak Bekerja,4,Lancar,484,5,Tidak Layak
29,18,Wirausaha,0,Lancar,463,25,Layak
56,5,Swasta,4,Lancar,265,5,Tidak Layak
44,2,Swasta,2,Lancar,208,25,Tidak Layak
52,16,Pelajar,3,Lancar,118,25,Layak
23,4,Pelajar,5,Lancar,222,20,Tidak Layak
26,20,Wirausaha,1,Lancar,73,10,Layak
52,14,Swasta,1,Lancar,51,10,Layak
21,16,Swasta,1,Macet,282,15,Tidak Layak
51,12,Pelajar,5,Macet,327,15,Tidak Layak
24,14,Tidak Bekerja,0,Macet,118,10,Tidak Layak
36,15,Swasta,4,Lancar,123,15,Layak
31,24,Swasta,1,Lancar,185,25,Layak
31,4,Pelajar,3,Lancar,159,15,Tidak Layak
54,21,Swasta,2,Lancar,144,15,Layak
40,23,Pelajar,2,Lancar,213,5,Layak
40,24,Wirausaha,2,Lancar,202,15,Layak
21,17,Swasta,1,Lancar,157,25,Layak
40,21,Pelajar,5,Macet,74,15,Layak
34,10,Pelajar,4,Lancar,472,10,Layak
30,18,Swasta,0,Lancar,129,5,Layak
29,8,PNS,2,Macet,404,20,Layak
37,9,Wirausaha,4,Lancar,431,25,Layak
42,12,Swasta,3,Lancar,470,20,Layak
50,10,PNS,2,Lancar,358,15,Layak
45,1,PNS,3,Lancar,118,10,Tidak Layak
21,12,Wirausaha,2,Macet,440,5,Tidak Layak
58,7,PNS,2,Lancar,396,15,Layak
26,17,Tidak Bekerja,4,Lancar,69,5,Layak
43,9,Swasta,4,Lancar,141,20,Layak
58,23,Swasta,5,Lancar,357,10,Tidak Layak
51,1,Wirausaha,3,Lancar,339,25,Tidak Layak
45,24,Wirausaha,4,Lancar,307,15,Layak
42,4,Swasta,0,Macet,59,20,Tidak Layak
33,8,Pelajar,3,Lancar,437,15,Layak
48,2,Swasta,0,Lancar,437,20,Tidak Layak
44,5,Swasta,2,Lancar,405,10,Layak
50,17,Pelajar,4,Lancar,77,10,Layak
21,18,Swasta,5,Lancar,394,15,Tidak Layak
21,2,Wirausaha,0,Macet,463,5,Tidak Layak
42,2,Wirausaha,5,Macet,156,10,Tidak Layak
30,4,Pelajar,5,Lancar,485,10,Tidak Layak
48,2,Pelajar,0,Lancar,408,20,Tidak Layak
54,15,Swasta,1,Lancar,310,20,Layak
28,8,Swasta,4,Lancar,86,20,Layak
51,13,Swasta,0,Lancar,341,15,Layak
49,1,Swasta,2,Lancar,187,15,Tidak Layak
34,15,Wirausaha,5,Lancar,143,15,Layak
33,19,Pelajar,2,Lancar,405,25,Layak
36,14,PNS,3,Lancar,375,15,Layak
41,20,Swasta,4,Lancar,292,5,Layak
49,1,Swasta,2,Macet,246,25,Tidak Layak
36,12,Pelajar,1,Lancar,201,20,Layak
35,5,Swasta,0,Lancar,235,10,Layak
27,3,Pelajar,0,Lancar,264,15,Tidak Layak
58,2,Wirausaha,0,Lancar,197,5,Tidak Layak
50,16,Swasta,0,Lancar,155,5,Layak
31,4,Pelajar,3,Lancar,99,15,Tidak Layak
52,13,Wirausaha,1,Lancar,393,10,Tidak Layak
31,16,Tidak Bekerja,0,Lancar,217,5,Layak
44,23,Swasta,2,Macet,475,5,Tidak Layak
57,16,Tidak Bekerja,5,Lancar,463,20,Tidak Layak
37,14,Wirausaha,2,Lancar,490,20,Layak
38,2,Swasta,5,Lancar,379,25,Tidak Layak
22,20,Swasta,4,Lancar,482,20,Layak
54,8,Pelajar,4,Lancar,323,15,Tidak Layak
24,2,Pelajar,3,Lancar,293,5,Tidak Layak
54,3,PNS,0,Lancar,423,15,Tidak Layak
46,7,Swasta,0,Lancar,210,10,Layak
56,5,PNS,2,Macet,318,10,Tidak Layak
40,18,Tidak Bekerja,2,Lancar,118,20,Layak
35,2,Pelajar,3,Lancar,394,10,Tidak Layak
47,20,Swasta,0,Lancar,260,15,Layak
44,16,Pelajar,2,Lancar,348,20,Layak
52,17,Pelajar,3,Macet,451,20,Tidak Layak
36,7,Wirausaha,5,Lancar,344,15,Layak
49,6,Wirausaha,3,Lancar,381,20,Layak
60,11,Swasta,1,Macet,283,25,Tidak Layak
23,14,Swasta,4,Lancar,483,5,Tidak Layak
21,1,Pelajar,5,Lancar,362,25,Tidak Layak
28,10,Wirausaha,3,Lancar,303,15,Layak
50,16,Swasta,4,Lancar,347,5,Layak
44,14,Pelajar,0,Lancar,265,25,Layak
56,9,Swasta,1,Lancar,318,10,Tidak Layak
55,23,Pelajar,3,Lancar,248,10,Tidak Layak
24,20,Swasta,0,Lancar,354,25,Layak
43,5,PNS,0,Lancar,206,5,Layak
43,2,Wirausaha,5,Lancar,231,25,Tidak Layak
48,10,Wirausaha,4,Macet,489,25,Tidak Layak
50,4,Wirausaha,5,Lancar,72,5,Tidak Layak
56,15,Pelajar,3,Lancar,248,20,Layak
38,24,Swasta,3,Lancar,298,10,Layak
42,3,Wirausaha,1,Lancar,250,5,Tidak Layak
54,24,Pelajar,2,Lancar,164,5,Tidak Layak
25,8,Swasta,0,Lancar,491,15,Layak
25,16,PNS,5,Lancar,266,10,Layak
56,2,PNS,3,Lancar,336,25,Tidak Layak
49,2,Swasta,1,Lancar,156,5,Tidak Layak
20,19,Swasta,4,Lancar,301,25,Layak
27,23,Tidak Bekerja,5,Lancar,441,20,Layak
47,19,PNS,1,Macet,475,20,Layak
44,12,Tidak Bekerja,5,Lancar,365,15,Layak
52,1,Swasta,2,Lancar,164,10,Tidak Layak
57,8,Swasta,0,Lancar,246,20,Layak
33,5,PNS,2,Lancar,205,10,Layak
30,16,Pelajar,3,Lancar,126,15,Layak
21,9,Wirausaha,5,Lancar,350,5,Tidak Layak
49,1,Swasta,0,Lancar,359,20,Tidak Layak
49,21,Pelajar,1,Macet,445,5,Tidak Layak
23,21,PNS,1,Macet,411,15,Tidak Layak
32,9,Swasta,0,Lancar,259,20,Layak
26,12,Pelajar,2,Lancar,442,5,Layak
57,7,PNS,5,Lancar,297,5,Layak
22,4,PNS,2,Lancar,490,10,Tidak Layak
28,11,Tidak Bekerja,0,Macet,131,5,Tidak Layak
33,4,PNS,0,Macet,228,20,Tidak Layak
30,9,Swasta,1,Lancar,289,25,Layak
56,13,Swasta,2,Lancar,437,25,Layak
33,2,Wirausaha,0,Lancar,397,5,Tidak Layak
38,19,Wirausaha,0,Lancar,343,5,Layak
27,13,Tidak Bekerja,3,Lancar,271,10,Layak
26,19,Swasta,5,Lancar,350,15,Layak
26,21,PNS,5,Lancar,278,25,Layak
22,16,Pelajar,3,Lancar,179,10,Tidak Layak
22,19,Wirausaha,2,Lancar,415,5,Tidak Layak
37,18,Tidak Bekerja,2,Lancar,447,5,Layak
52,24,Wirausaha,0,Lancar,422,5,Tidak Layak
56,17,Swasta,4,Macet,368,15,Tidak Layak
47,2,Swasta,0,Lancar,248,25,Tidak Layak
55,7,Swasta,0,Lancar,131,20,Layak
35,16,PNS,5,Lancar,210,10,Layak
34,1,Pelajar,3,Lancar,402,10,Tidak Layak
48,9,PNS,0,Macet,424,25,Layak
37,23,Swasta,3,Lancar,315,20,Layak
38,16,Wirausaha,5,Lancar,391,20,Layak
48,4,Pelajar,4,Macet,460,25,Tidak Layak
25,1,Swasta,4,Lancar,445,25,Tidak Layak
46,2,Tidak Bekerja,4,Macet,346,10,Tidak Layak
26,8,Pelajar,4,Lancar,104,25,Layak
46,24,Pelajar,5,Lancar,347,10,Tidak Layak
38,12,PNS,3,Macet,79,5,Layak
36,15,Wirausaha,3,Lancar,454,25,Layak
60,4,Swasta,3,Lancar,405,25,Tidak Layak
30,7,Swasta,5,Lancar,117,25,Layak
24,18,Wirausaha,4,Lancar,424,25,Layak
21,10,Wirausaha,1,Lancar,308,10,Tidak Layak
31,22,Pelajar,1,Lancar,187,5,Layak
30,18,PNS,3,Lancar,140,10,Layak
29,16,Swasta,0,Lancar,296,5,Layak
47,19,Tidak Bekerja,1,Lancar,399,20,Layak
26,2,PNS,5,Lancar,469,25,Tidak Layak
33,8,Wirausaha,1,Lancar,213,5,Layak
32,1,Swasta,1,Lancar,368,20,Tidak Layak
24,7,PNS,4,Lancar,431,25,Layak
27,8,Wirausaha,5,Lancar,198,15,Layak
20,1,Wirausaha,5,Lancar,326,25,Tidak Layak
24,3,Pelajar,4,Lancar,260,20,Tidak Layak
30,12,Swasta,2,Lancar,251,20,Layak
29,17,Tidak Bekerja,5,Lancar,474,20,Layak
34,2,Swasta,5,Lancar,339,20,Tidak Layak
58,8,Swasta,3,Lancar,146,25,Layak
48,4,Wirausaha,1,Lancar,330,15,Tidak Layak
44,22,PNS,3,Lancar,333,20,Layak
25,2,Pelajar,1,Lancar,230,20,Tidak Layak
30,15,Swasta,0,Lancar,402,25,Layak
36,24,Pelajar,5,Lancar,50,10,Layak
34,12,Swasta,2,Macet,212,25,Layak
35,21,Tidak Bekerja,0,Lancar,483,25,Layak
21,13,Pelajar,0,Lancar,370,10,Tidak Layak
55,22,Wirausaha,0,Lancar,488,5,Tidak Layak
38,1,PNS,2,Lancar,366,10,Tidak Layak
57,7,Swasta,1,Macet,422,20,Tidak Layak
40,8,Swasta,3,Macet,253,5,Tidak Layak
30,23,Swasta,4,Lancar,353,20,Layak
60,4,PNS,0,Macet,232,20,Tidak Layak
22,3,Swasta,1,Lancar,490,25,Tidak Layak
53,1,Swasta,0,Lancar,157,20,Tidak Layak
37,12,Wirausaha,4,Lancar,401,10,Layak
34,4,Swasta,1,Lancar,111,25,Tidak Layak
44,4,Tidak Bekerja,0,Lancar,404,15,Tidak Layak
34,20,Wirausaha,1,Lancar,277,20,Layak
49,13,Wirausaha,2,Lancar,200,10,Layak
36,2,Tidak Bekerja,3,Lancar,281,15,Tidak Layak
37,22,Pelajar,5,Macet,144,15,Layak
50,24,Pelajar,2,Macet,445,15,Tidak Layak
37,2,Tidak Bekerja,0,Lancar,225,10,Tidak Layak
54,16,Pelajar,2,Lancar,186,10,Tidak Layak
32,18,Swasta,1,Lancar,439,10,Layak
33,13,Pelajar,4,Macet,379,25,Tidak Layak
55,18,Swasta,1,Lancar,246,5,Tidak Layak
37,17,Wirausaha,1,Lancar,166,15,Layak
24,9,PNS,4,Lancar,493,5,Layak
33,11,PNS,4,Lancar,181,15,Layak
44,15,Wirausaha,3,Lancar,100,10,Layak
58,6,Wirausaha,1,Lancar,53,20,Layak
31,10,Wirausaha,0,Lancar,229,25,Layak
59,23,PNS,2,Lancar,414,10,Layak
47,1,Swasta,0,Macet,58,15,Tidak Layak
54,14,PNS,0,Lancar,57,15,Layak
20,21,PNS,3,Macet,137,5,Tidak Layak
22,16,PNS,3,Lancar,343,25,Layak
26,4,Swasta,2,Lancar,108,10,Tidak Layak
28,1,Wirausaha,5,Lancar,428,5,Tidak Layak
55,19,Wirausaha,3,Lancar,432,25,Layak
42,15,Pelajar,5,Lancar,434,10,Tidak Layak
43,2,Pelajar,3,Lancar,271,25,Tidak Layak
29,14,Swasta,0,Lancar,458,15,Layak
31,2,Wirausaha,1,Lancar,478,5,Tidak Layak
38,22,PNS,0,Lancar,471,5,Layak
51,22,Tidak Bekerja,1,Lancar,59,25,Layak
43,2,Wirausaha,5,Lancar,445,20,Tidak Layak
41,6,Tidak Bekerja,4,Lancar,285,20,Layak
22,4,Pelajar,1,Lancar,93,10,Tidak Layak
59,1,Pelajar,5,Lancar,497,5,Tidak Layak
46,15,Pelajar,2,Lancar,352,10,Tidak Layak
38,9,Swasta,5,Lancar,323,25,Layak
28,24,PNS,3,Lancar,500,5,Layak
32,23,Pelajar,1,Lancar,223,25,Layak
21,23,Tidak Bekerja,5,Lancar,135,10,Layak
55,1,Pelajar,5,Lancar,361,25,Tidak Layak
48,18,Pelajar,1,Macet,383,15,Tidak Layak
30,2,PNS,0,Lancar,244,5,Tidak Layak
53,21,Swasta,5,Lancar,298,10,Tidak Layak
23,3,Pelajar,5,Lancar,253,15,Tidak Layak
23,10,Swasta,2,Lancar,397,5,Tidak Layak
20,4,PNS,1,Macet,133,25,Tidak Layak
44,7,PNS,5,Lancar,128,15,Layak
45,20,Tidak Bekerja,1,Lancar,58,20,Layak
30,8,PNS,0,Macet,183,15,Layak
42,14,Wirausaha,2,Lancar,238,20,Layak
21,4,Pelajar,4,Macet,202,5,Tidak Layak
38,23,Wirausaha,1,Lancar,388,15,Layak
48,11,Wirausaha,5,Lancar,324,15,Layak
59,6,PNS,5,Lancar,254,10,Layak
23,7,Swasta,5,Lancar,66,15,Layak
35,2,Wirausaha,1,Lancar,52,10,Tidak Layak
56,4,PNS,3,Lancar,398,20,Tidak Layak
46,24,Swasta,1,Lancar,171,5,Layak
24,9,PNS,5,Lancar,103,15,Layak
34,10,Swasta,5,Lancar,198,25,Layak
42,23,Swasta,5,Macet,489,10,Tidak Layak
22,3,Swasta,3,Lancar,192,10,Tidak Layak
37,2,Swasta,1,Lancar,269,15,Tidak Layak
45,15,Wirausaha,1,Lancar,202,10,Layak
25,3,Swasta,1,Lancar,266,15,Tidak Layak
36,14,Swasta,3,Lancar,453,20,Layak
57,4,Swasta,5,Lancar,393,15,Tidak Layak
46,6,Swasta,3,Lancar,247,20,Layak
39,11,Pelajar,1,Lancar,221,20,Layak
25,10,Wirausaha,5,Lancar,140,15,Layak
54,4,Swasta,5,Lancar,173,25,Tidak Layak
31,24,Tidak Bekerja,2,Macet,159,5,Tidak Layak
22,17,Pelajar,4,Macet,341,15,Tidak Layak
23,1,Tidak Bekerja,3,Lancar,205,20,Tidak Layak
23,17,Swasta,2,Lancar,81,15,Layak
23,12,Pelajar,1,Lancar,355,15,Tidak Layak
58,11,Wirausaha,5,Lancar,323,15,Layak
40,11,Swasta,5,Lancar,221,15,Layak
21,10,PNS,1,Lancar,371,25,Layak
35,21,Swasta,4,Lancar,478,20,Layak
26,21,Swasta,1,Lancar,379,20,Layak
38,12,Tidak Bekerja,3,Lancar,476,15,Layak
52,20,Swasta,5,Lancar,425,15,Tidak Layak
28,11,Pelajar,0,Lancar,89,25,Layak
56,1,PNS,5,Lancar,227,15,Tidak Layak
36,20,Tidak Bekerja,3,Lancar,269,15,Layak
46,4,Tidak Bekerja,4,Lancar,68,20,Tidak Layak
52,22,PNS,4,Lancar,440,20,Layak
31,9,Swasta,5,Lancar,401,5,Layak
30,24,Wirausaha,5,Lancar,223,10,Layak
32,9,Wirausaha,4,Macet,440,5,Tidak Layak
50,11,Tidak Bekerja,4,Lancar,189,20,Layak
32,1,Wirausaha,3,Lancar,74,25,Tidak Layak
57,9,Wirausaha,3,Lancar,135,5,Tidak Layak
45,4,Wirausaha,5,Lancar,257,15,Tidak Layak
50,13,PNS,3,Lancar,57,15,Layak
41,1,Swasta,5,Lancar,297,15,Tidak Layak
25,17,Wirausaha,3,Macet,491,15,Tidak Layak
39,18,PNS,5,Lancar,358,10,Layak
40,8,Swasta,2,Lancar,147,10,Layak
29,4,Pelajar,5,Lancar,91,10,Tidak Layak
38,9,Swasta,0,Lancar,131,25,Layak
54,18,Wirausaha,1,Lancar,423,10,Tidak Layak
45,15,Swasta,1,Lancar,420,25,Layak
26,4,PNS,5,Lancar,84,10,Tidak Layak
56,2,Swasta,4,Lancar,353,10,Tidak Layak
